name,artists,daily_rank,country,snapshot_date,album_name,danceability,energy,acousticness,valence
Please Please Please,Sabrina Carpenter,2,US,2024-07-05,Please Please Please,0.669,0.586,0.274,0.579
Not Like Us,Kendrick Lamar,3,US,2024-07-05,Not Like Us,0.898,0.472,0.0107,0.214
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",4,US,2024-07-05,I Had Some Help,0.638,0.855,0.00757,0.731
Espresso,Sabrina Carpenter,5,US,2024-07-05,Espresso,0.701,0.76,0.107,0.69
"Good Luck, Babe!",Chappell Roan,6,US,2024-07-05,"Good Luck, Babe!",0.7,0.582,0.0502,0.785
BIRDS OF A FEATHER,Billie Eilish,7,US,2024-07-05,HIT ME HARD AND SOFT,0.747,0.507,0.2,0.438
MILLION DOLLAR BABY,Tommy Richman,8,US,2024-07-05,MILLION DOLLAR BABY,0.852,0.697,0.0973,0.919
Party In The U.S.A.,Miley Cyrus,9,US,2024-07-05,The Time Of Our Lives (International Version),0.652,0.698,0.00112,0.47
"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,10,US,2024-07-05,Unleashed,0.424,0.662,0.518,0.385
Born in the U.S.A.,Bruce Springsteen,11,US,2024-07-05,Born In The U.S.A.,0.398,0.952,0.000373,0.584
28,Zach Bryan,12,US,2024-07-05,The Great American Bar Scene,0.492,0.519,0.227,0.435
American Nights,Zach Bryan,13,US,2024-07-05,The Great American Bar Scene,0.57,0.678,0.0309,0.358
The Great American Bar Scene,Zach Bryan,14,US,2024-07-05,The Great American Bar Scene,0.392,0.405,0.51,0.279
Mechanical Bull,Zach Bryan,15,US,2024-07-05,The Great American Bar Scene,0.423,0.404,0.393,0.257
HOT TO GO!,Chappell Roan,16,US,2024-07-05,The Rise and Fall of a Midwest Princess,0.742,0.757,0.0187,0.957
Too Sweet,Hozier,17,US,2024-07-05,Unreal Unearth: Unheard,0.741,0.62,0.0295,0.934
Oak Island,Zach Bryan,18,US,2024-07-05,The Great American Bar Scene,0.351,0.628,0.0994,0.387
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",19,US,2024-07-05,Zach Bryan,0.429,0.453,0.554,0.155
Beautiful Things,Benson Boone,20,US,2024-07-05,Fireworks & Rollerblades,0.472,0.471,0.151,0.219
Tough,"Quavo, Lana Del Rey",21,US,2024-07-05,Tough,0.582,0.557,0.452,0.211
American Girl,Tom Petty and the Heartbreakers,22,US,2024-07-05,Tom Petty & The Heartbreakers,0.55,0.824,0.448,0.777
Pink Skies,Zach Bryan,23,US,2024-07-05,Pink Skies,0.525,0.488,0.191,0.253
Firework,Katy Perry,24,US,2024-07-05,Teenage Dream,0.638,0.831,0.142,0.649
DEVIL IS A LIE,Tommy Richman,25,US,2024-07-05,DEVIL IS A LIE,0.904,0.452,0.174,0.613
Better Days (feat. John Mayer),"Zach Bryan, John Mayer",26,US,2024-07-05,The Great American Bar Scene,0.562,0.564,0.705,0.314
Last Night,Morgan Wallen,27,US,2024-07-05,One Thing At A Time,0.492,0.673,0.413,0.488
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",28,US,2024-07-05,One Thing At A Time,0.621,0.779,0.216,0.399
Rich Girl,Daryl Hall & John Oates,30,US,2024-07-05,Bigger Than Both Of Us,0.573,0.683,0.461,0.817
Lucky Enough (Poem),Zach Bryan,31,US,2024-07-05,The Great American Bar Scene,0.461,0.285,0.885,0.222
Chicken Fried,Zac Brown Band,32,US,2024-07-05,The Foundation,0.566,0.713,0.645,0.805
Like That,"Future, Metro Boomin, Kendrick Lamar",33,US,2024-07-05,WE DON'T TRUST YOU,0.814,0.676,0.00709,0.312
Purple Gas,"Zach Bryan, Noeline Hofmann",34,US,2024-07-05,The Great American Bar Scene,0.52,0.308,0.856,0.493
LUNCH,Billie Eilish,35,US,2024-07-05,HIT ME HARD AND SOFT,0.893,0.4,0.0452,0.945
The Way Back,Zach Bryan,36,US,2024-07-05,The Great American Bar Scene,0.543,0.492,0.673,0.178
Boons,Zach Bryan,37,US,2024-07-05,The Great American Bar Scene,0.495,0.33,0.73,0.234
Red Wine Supernova,Chappell Roan,38,US,2024-07-05,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
Heading South,Zach Bryan,39,US,2024-07-05,Heading South,0.68,0.246,0.783,0.388
Smeraldo Garden Marching Band (feat. Loco),"Jimin, Loco",40,US,2024-07-05,Smeraldo Garden Marching Band (feat. Loco),0.79,0.915,0.0366,0.726
Fortunate Son,Creedence Clearwater Revival,41,US,2024-07-05,Willy And The Poor Boys (Expanded Edition),0.64,0.663,0.201,0.663
Something in the Orange,Zach Bryan,42,US,2024-07-05,Something in the Orange,0.369,0.192,0.555,0.148
American Kids,Kenny Chesney,43,US,2024-07-05,The Big Revival,0.782,0.589,0.0476,0.849
American Pie,Don McLean,44,US,2024-07-05,American Pie,0.529,0.482,0.7,0.492
Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",45,US,2024-07-05,Pour Me A Drink,0.577,0.904,0.0018,0.861
Memphis; The Blues (feat. John Moreland),"Zach Bryan, John Moreland",46,US,2024-07-05,The Great American Bar Scene,0.558,0.579,0.326,0.365
Sweet Home Alabama,Lynyrd Skynyrd,47,US,2024-07-05,Second Helping (Expanded Edition),0.596,0.606,0.181,0.886
Houdini,Eminem,48,US,2024-07-05,Houdini,0.936,0.887,0.0292,0.889
Fast Car,Luke Combs,49,US,2024-07-05,Gettin' Old,0.712,0.603,0.186,0.67
Stick Season,Noah Kahan,50,US,2024-07-05,Stick Season,0.664,0.5,0.799,0.801
Please Please Please,Sabrina Carpenter,1,US,2024-07-04,Please Please Please,0.669,0.586,0.274,0.579
A Bar Song (Tipsy),Shaboozey,2,US,2024-07-04,"Where I've Been, Isn't Where I'm Going",0.722,0.706,0.072,0.599
Not Like Us,Kendrick Lamar,3,US,2024-07-04,Not Like Us,0.898,0.472,0.0107,0.214
Espresso,Sabrina Carpenter,4,US,2024-07-04,Espresso,0.701,0.76,0.107,0.69
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",5,US,2024-07-04,I Had Some Help,0.638,0.855,0.00757,0.731
BIRDS OF A FEATHER,Billie Eilish,6,US,2024-07-04,HIT ME HARD AND SOFT,0.747,0.507,0.2,0.438
"Good Luck, Babe!",Chappell Roan,7,US,2024-07-04,"Good Luck, Babe!",0.7,0.582,0.0502,0.785
MILLION DOLLAR BABY,Tommy Richman,8,US,2024-07-04,MILLION DOLLAR BABY,0.852,0.697,0.0973,0.919
HOT TO GO!,Chappell Roan,9,US,2024-07-04,The Rise and Fall of a Midwest Princess,0.742,0.757,0.0187,0.957
Too Sweet,Hozier,10,US,2024-07-04,Unreal Unearth: Unheard,0.741,0.62,0.0295,0.934
Pink Skies,Zach Bryan,11,US,2024-07-04,Pink Skies,0.525,0.488,0.191,0.253
Beautiful Things,Benson Boone,12,US,2024-07-04,Fireworks & Rollerblades,0.472,0.471,0.151,0.219
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",13,US,2024-07-04,Zach Bryan,0.429,0.453,0.554,0.155
DEVIL IS A LIE,Tommy Richman,14,US,2024-07-04,DEVIL IS A LIE,0.904,0.452,0.174,0.613
Tobey (feat. Big Sean and BabyTron),"Eminem, Big Sean, BabyTron",15,US,2024-07-04,Tobey (feat. Big Sean and BabyTron),0.649,0.663,0.263,0.208
Red Wine Supernova,Chappell Roan,16,US,2024-07-04,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
Like That,"Future, Metro Boomin, Kendrick Lamar",17,US,2024-07-04,WE DON'T TRUST YOU,0.814,0.676,0.00709,0.312
LUNCH,Billie Eilish,18,US,2024-07-04,HIT ME HARD AND SOFT,0.893,0.4,0.0452,0.945
Houdini,Eminem,19,US,2024-07-04,Houdini,0.936,0.887,0.0292,0.889
NIGHTS LIKE THIS,The Kid LAROI,20,US,2024-07-04,THE FIRST TIME,0.482,0.757,0.0137,0.12
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",21,US,2024-07-04,One Thing At A Time,0.621,0.779,0.216,0.399
Lose Control,Teddy Swims,22,US,2024-07-04,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",23,US,2024-07-04,THE TORTURED POETS DEPARTMENT,0.504,0.386,0.502,0.281
Stick Season,Noah Kahan,24,US,2024-07-04,Stick Season,0.664,0.5,0.799,0.801
Tough,"Quavo, Lana Del Rey",25,US,2024-07-04,Tough,0.582,0.557,0.452,0.211
Pink Pony Club,Chappell Roan,26,US,2024-07-04,The Rise and Fall of a Midwest Princess,0.61,0.65,0.399,0.507
Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",27,US,2024-07-04,Pour Me A Drink,0.577,0.904,0.0018,0.861
Something in the Orange,Zach Bryan,28,US,2024-07-04,Something in the Orange,0.369,0.192,0.555,0.148
Heading South,Zach Bryan,29,US,2024-07-04,Heading South,0.68,0.246,0.783,0.388
Austin (Boots Stop Workin'),Dasha,30,US,2024-07-04,What Happens Now?,0.756,0.672,0.464,0.739
Last Night,Morgan Wallen,31,US,2024-07-04,One Thing At A Time,0.492,0.673,0.413,0.488
you look like you love me (feat. Riley Green),"Ella Langley, Riley Green",32,US,2024-07-04,you look like you love me (feat. Riley Green),0.663,0.675,0.353,0.455
Stargazing,Myles Smith,33,US,2024-07-04,Stargazing,0.635,0.601,0.246,0.332
